mape,lead_time,service_level,stockout_mult,ss_gauss,ss_emp,tc_gauss,tc_emp,pct_reduction_TC
5,7,0.95,1.0,199.93667543956022,271.91387859780195,119521.86245472141,87102.90468331629,27.123872658599534
5,7,0.95,2.0,199.93667543956022,271.91387859780195,175454.23634572752,110580.69125484972,36.97462451863878
5,7,0.99,0.4,282.7604645115502,384.5542317357083,87992.14348090236,65559.09931513194,25.49437174540389
5,7,0.99,1.0,282.7604645115502,384.5542317357083,124534.6277563597,68376.43370371594,45.0944408510314
5,7,0.99,2.0,282.7604645115502,384.5542317357083,185438.76821545523,73071.99101802263,60.59508390763108
5,10,0.9,0.4,171.65873483212076,233.45587937168426,83462.55692840346,82388.31021457896,1.2871001720520217
5,10,0.9,1.0,171.65873483212076,233.45587937168426,113293.15633694002,110561.65410041905,2.4110037400647015
5,10,0.9,2.0,171.65873483212076,233.45587937168426,163010.8220178343,157517.22724348586,3.370079793688421
5,10,0.95,0.4,220.31948574075798,299.6345006074309,85972.52784696892,73029.95476891381,15.054312583541671
5,10,0.95,1.0,220.31948574075798,299.6345006074309,119531.95218157259,87116.62671183387,27.11854435414798
5,10,0.95,2.0,220.31948574075798,299.6345006074309,175464.32607257867,110594.4132833673,36.97042825809431
5,10,0.99,0.4,311.586856148535,423.75812436200766,88006.41287817508,65578.50569542282,25.484401021773955
5,10,0.99,1.0,311.586856148535,423.75812436200766,124548.8971536324,68395.84008400682,45.08514997154907
5,10,0.99,2.0,311.586856148535,423.75812436200766,185453.03761272793,73091.39739831351,60.58765154823372
5,14,0.9,0.4,190.78801696978203,259.4717030789036,83472.0261443151,82401.18834821878,1.2828702567312027
5,14,0.9,1.0,190.78801696978203,259.4717030789036,113302.62555285166,110574.53223405888,2.4077935577231866
5,14,0.9,2.0,190.78801696978203,259.4717030789036,163020.29123374593,157530.1053771257,3.367792938578517
5,14,0.95,0.4,244.87141784768608,333.02512827285307,85984.68133733491,73046.48351581156,15.047096320290173
5,14,0.95,1.0,244.87141784768608,333.02512827285307,119544.10567193857,87133.15545873162,27.112127386816866
5,14,0.95,2.0,244.87141784768608,333.02512827285307,175476.47956294467,110610.94203026505,36.96537433064463
5,14,0.99,0.4,346.30942874282454,470.98082309024136,88023.60095321818,65601.88147748144,25.472395167806404
5,14,0.99,1.0,346.30942874282454,470.98082309024136,124566.0852286755,68419.21586606544,45.0739615518437
5,14,0.99,2.0,346.30942874282454,470.98082309024136,185470.22568777102,73114.77318037213,60.578700484542004
5,21,0.9,0.4,220.30302591131712,299.6121152393913,83486.63641511825,82421.05831651107,1.2763457055675747
5,21,0.9,1.0,220.30302591131712,299.6121152393913,113317.23582365482,110594.40220235116,2.402841546135972
5,21,0.9,2.0,220.30302591131712,299.6121152393913,163034.90150454908,157549.975345418,3.3642650184187923
5,21,0.95,0.4,282.7531580224138,384.5442949104828,86003.43323686995,73071.98609917922,15.035966182972075
5,21,0.95,1.0,282.7531580224138,384.5442949104828,119562.85757147362,87158.65804209928,27.10222905972567
5,21,0.95,2.0,282.7531580224138,384.5442949104828,175495.2314624797,110636.44461363272,36.957577883085435
5,21,0.99,0.4,399.88368381515056,543.8418099886047,88050.12082913062,65637.94850872236,25.453880255202776
5,21,0.99,1.0,399.88368381515056,543.8418099886047,124592.60510458794,68455.28289730637,45.05670473793985
5,21,0.99,2.0,399.88368381515056,543.8418099886047,185496.74556368348,73150.84021161306,60.56489293689553
6,7,0.9,0.4,186.93331624536958,254.22931009370268,83470.1180228722,82398.59330305643,1.283722540708693
6,7,0.9,1.0,186.93331624536958,254.22931009370268,113300.71743140875,110571.93718889653,2.408440391530795
6,7,0.9,2.0,186.93331624536958,254.22931009370268,163018.38311230304,157527.51033196336,3.368253736486286
6,7,0.95,0.4,239.92401052747226,326.29665431736225,85982.23231348861,73043.15284338058,15.0485502899396
6,7,0.95,1.0,239.92401052747226,326.29665431736225,119541.65664809226,87129.82478630064,27.113420351205143
6,7,0.95,2.0,239.92401052747226,326.29665431736225,175474.03053909834,110607.61135783407,36.966392680432
6,7,0.99,0.4,339.3125574138602,461.4650780828499,88020.13742098298,65597.17107364157,25.474814064532502
6,7,0.99,1.0,339.3125574138602,461.4650780828499,124562.6216964403,68414.50546222558,45.076215857954516
6,7,0.99,2.0,339.3125574138602,461.4650780828499,185466.76215553583,73110.06277653227,60.580504060764895
6,10,0.9,0.4,205.9904817985449,280.14705524602107,83479.55154024038,82411.42288667717,1.2795093335501813
6,10,0.9,1.0,205.9904817985449,280.14705524602107,113310.15094877695,110584.76677251728,2.4052427372475305
